,resource,consumer,res.method,con.method,res.class,res.order,res.family,res.genus,con.class,con.order,con.family,con.genus,N.records,linkevidence,source.id
Greenop_2020,Sitobion_avenae,Philonthus_cognatus,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Staphylinidae,Philonthus,1,expt,"Greenop,_A.,_Cook,_S.M.,_Wilby,_A.,_Pywell,_R.F.,_Woodcock,_B.A.,_2020._Invertebrate_community_structure_predicts_natural_pest_control_resilience_to_insecticide_exposure._J._Appl._Ecol._57,_2441-2453."
Harper_2005,Arion_intermedius,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Arionidae,Arion,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2006,Deroceras_reticulatum,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2007,Vallonia_pulchella,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Valloniidae,Vallonia,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2008,Aphis_fabae,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,Aphis,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2009,Myzus_persicae,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,Myzus,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2010,Megoura_viciae,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,Megoura,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2011,Rhopalosiphum_padi,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2012,Sitobium_avenae,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,Sitobium,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Allolobophora_chlorotica,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Allolobophora,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Aporrectodea_caligonosa,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Aporrectodea,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Aporrectodea_longa,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Aporrectodea,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Aporrectodea_rosea,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Aporrectodea,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Lumbricus_castaneus,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Lumbricus,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Lumbricus_festivus,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Lumbricus,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Lumbricus_rubellus,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Lumbricus,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Lumbricus_terrestris,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Lumbricus,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Octolasion_cyaneum,Pterostichus_melanarius,order,genus,Clitellata,Opisthopora,Lumbricidae,Octolasion,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Harper_2013,Sitona,Pterostichus_melanarius,family,genus,Insecta,Coleoptera,Curculionidae,Sitona,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Harper,_G.L.,_King,_R.A.,_Dodd,_C.S.,_Harwood,_J.D.,_Gelen,_D.M.,_Bruford,_M.W.,_Symondson,_W.O.C.,_2005._Rapid_screening_of_invertebrate_predators_for_multiple_prey_DNA_targets._Molecular_Ecology_14,_819-827."
Hatteland_2013,Arion_distinctus,Carabus_nemoralis,class,genus,Gastropoda,Stylommatophora,Arionidae,Arion,Insecta,Coleoptera,Carabidae,Carabus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hatteland_2013,Arion_lusitanicus,Carabus_nemoralis,class,genus,Gastropoda,Stylommatophora,Arionidae,Arion,Insecta,Coleoptera,Carabidae,Carabus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hatteland_2013,Arion_lusitanicus,Pterostichus_niger,class,genus,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hatteland_2013,Arion_silvaticus,Carabus_nemoralis,class,genus,Gastropoda,Stylommatophora,Arionidae,Arion,Insecta,Coleoptera,Carabidae,Carabus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hatteland_2013,Deroceras_reticulatum,Carabus_nemoralis,class,genus,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Insecta,Coleoptera,Carabidae,Carabus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hatteland_2013,Deroceras_reticulatum,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hatteland_2013,Deroceras_reticulatum,Pterostichus_niger,family,genus,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Insecta,Coleoptera,Carabidae,Pterostichus,1,eDNA,"Hatteland,_B.A.,_Haukeland,_S.,_Roth,_S.,_Brurberg,_M.B.,_Vaughan,_I.P.,_Symondson,_W.O.C.,_2013._Spatiotemporal_analysis_of_predation_by_carabid_beetles_(Carabidae)_on_nematode_infected_and_uninfected_slugs_in_the_field._PlosOne_8_(12),_e82142."
Hickerson_2005,Mesostigmata,Lithobius_forficatus,order,family,Arachnida,Mesostigmata,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,Experimental,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Mesostigmata,Scolopocryptops_sexspinosus,order,family,Arachnida,Mesostigmata,NA,NA,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,1,Observation,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Oribatida,Lithobius_forficatus,order,family,Arachnida,Oribatida,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,Experimental,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Oribatida,Scolopocryptops_sexspinosus,order,family,Arachnida,Oribatida,NA,NA,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,1,Observation,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Trombidiformes,Lithobius_forficatus,order,family,Arachnida,Trombidiformes,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,Experimental,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Trombidiformes,Lithobius_forficatus,order,family,Arachnida,Trombidiformes,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,Experimental,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Trombidiformes,Scolopocryptops_sexspinosus,order,family,Arachnida,Trombidiformes,NA,NA,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,1,Observation,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Trombidiformes,Scolopocryptops_sexspinosus,order,family,Arachnida,Trombidiformes,NA,NA,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,1,Observation,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hickerson_2005,Lithobius_forficatus,Scolopocryptops_sexspinosus,family,family,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,1,Observation,"Hickerson,_C.A.M.,_Anthony,_C.D.,_Walton,_B.M.,_2005._Edge_effects_and_intraguild_predation_in_native_and_introduced_centipedes:_evidence_from_the_field_and_from_laboratory_microcosms._Oecologia_146,_110-119."
Hindayana_2001,Aphidoletes_aphidimyza,Coccinella_septempunctata,family,genus,Insecta,Diptera,Cecidomyiidae,Aphidoletes,Insecta,Coleoptera,Coccinellidae,Coccinella,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hindayana_2001,Aphidoletes_aphidimyza,Episyrphus_balteatus,family,genus,Insecta,Diptera,Cecidomyiidae,Aphidoletes,Insecta,Diptera,Syrphidae,Episyrphus,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hindayana_2001,Aphidoletes_aphidimyza,Chrysoperla_carnea,family,family,Insecta,Diptera,Cecidomyiidae,Aphidoletes,Insecta,Neuroptera,Chrysopidae,Chrysoperla,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hindayana_2001,Episyrphus_balteatus,Chrysoperla_carnea,genus,genus,Insecta,Diptera,Syrphidae,Episyrphus,Insecta,Diptera,Cecidomyiidae,Aphidoletes,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hindayana_2001,Aphididae,Coccinella_septempunctata,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Coleoptera,Coccinellidae,Coccinella,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hindayana_2001,Aphididae,Episyrphus_balteatus,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Diptera,Syrphidae,Episyrphus,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hindayana_2001,Aphididae,Chrysoperla_carnea,family,family,Insecta,Hemiptera,Aphididae,NA,Insecta,Neuroptera,Chrysopidae,Chrysoperla,1,Observation,"Hindayana,_D.,_Meyhöfer,_R.,_Scholz,_D.,_Poehling,_H.M.,_2001._Intraguild_predation_among_the_hoverfly_<i>Episyrphus_balteatus</i>_de_Geer_(Diptera:_Syrphidae)_and_other_aphidophagous_predators._Biological_Control_20,_236-246."
Hu_1995,Haematobia_irritans,Platystethus,order,genus,Insecta,Diptera,Muscidae,Haematobia,Insecta,Coleoptera,Saphylinidae,Platystethus,1,Experimental,"Hu,_G.Y.,_Frank,_J.H.,_1995._NEW_DISTRIBUTIONAL_RECORDS_FOR_PLATYSTETHUS_(COLEOPTERA,_STAPHYLINIDAE,_OXYTELINAE)_WITH_NOTES_ON_THE_BIOLOGY_OF_P-AMERICANUS._Florida_Entomologist_78,_137-144."
Hummel_2010,Delia_radicum,Aleochara_bilineata,family,genus,Insecta,Diptera,Anthomyiidae,Delia,Insecta,Coleoptera,Saphylinidae,Aleochara,1,Experimental,"Hummel,_J.D.,_Dosdall,_L.M.,_Clayton,_G.W.,_Harker,_K.N.,_O'Donovan,_J.T.,_2010._Responses_of_the_parasitoids_of_<i>Delia_radicum</i>_(Diptera:_Anthomyiidae)_to_the_vegetational_diversity_of_intercrops._Biological_Control_55,_151-158."
Hummel_2010,Delia_radicum,Aleochara_verna,family,genus,Insecta,Diptera,Anthomyiidae,Delia,Insecta,Coleoptera,Saphylinidae,Aleochara,1,Experimental,"Hummel,_J.D.,_Dosdall,_L.M.,_Clayton,_G.W.,_Harker,_K.N.,_O'Donovan,_J.T.,_2010._Responses_of_the_parasitoids_of_<i>Delia_radicum</i>_(Diptera:_Anthomyiidae)_to_the_vegetational_diversity_of_intercrops._Biological_Control_55,_151-158."
Jaloszynski_2013,Oribatida,Euconnus_pubicollis,order,family,Arachnida,Oribatida,NA,NA,Insecta,Coleoptera,Scydmaeninae,Euconnus,1,Observation,"Jaloszynski,_P.,_Olszanowski,_Z.,_2013._Specialized_feeding_of_<i>Euconnus_pubicollis</i>_(Coleoptera:_Staphylinidae:_Scydmaeninae)_on_oribatid_mites:_Prey_preferences_and_hunting_behaviour._European_Journal_of_Entomology_110,_339-353."
Jaloszynski_2015,Oribatida,Scydmaenus_rufus,order,family,Arachnida,Oribatida,NA,NA,Insecta,Coleoptera,Scydmaeninae,Scydmaenus,1,Observation,"Jaloszynski,_P.,_Olszanowski,_Z.,_2015._Feeding_of_<i>Scydmaenus_rufus</i>_(Coleoptera:_Staphylinidae:_Scydmaeninae)_on_oribatid_and_uropodine_mites:_Prey_preferences_and_hunting_behaviour._European_Journal_of_Entomology_112,_151-164."
Jaloszynski_2016,Oribatida,Cephennium,order,family,Arachnida,Oribatida,NA,NA,Insecta,Coleoptera,Scydmaeninae,Cephennium,1,Observation,"Jaloszynski,_P.,_Olszanowski,_Z.,_2016._Feeding_of_two_species_of_Scydmaeninae_""hole_scrapers"",_<i>Cephennium_majus</i>_and_<i>C</i>._<i>ruthenum</i>_(Coleoptera:_Staphylinidae),_on_oribatid_mites._European_Journal_of_Entomology_113,_372-386."
Jess_2009,Lycoriella_ingenua,Hypoaspis_miles,family,order,Insecta,Diptera,Sciaridae,Lycoriella,Arachnida,Mesostigmata,Laelapidae,Hypoaspis,1,Experimental,"Jess,_S.,_Schweizer,_H.,_2009._Biological_control_of_<i>Lycoriella_ingenua</i>_(Diptera:_Sciaridae)_in_commercial_mushroom_(<i>Agaricus_bisporus</i>)_cultivation:_a_comparison_between_<i>Hypoaspis_miles</i>_and_<i>Steinernema_feltiae</i>._Pest_Management_Science_65,_1195-1200."
Jess_2009,Lycoriella_ingenua,Steinernema_feltiae,family,genus,Insecta,Diptera,Sciaridae,Lycoriella,Nemotoda,Rhabditida,Steinernematidae,Steinernema,1,Experimental,"Jess,_S.,_Schweizer,_H.,_2009._Biological_control_of_<i>Lycoriella_ingenua</i>_(Diptera:_Sciaridae)_in_commercial_mushroom_(<i>Agaricus_bisporus</i>)_cultivation:_a_comparison_between_<i>Hypoaspis_miles</i>_and_<i>Steinernema_feltiae</i>._Pest_Management_Science_65,_1195-1200."
Jiang_2023,Aphididae,Eupeodes_corollae,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Diptera,Syrphidae,Eupeodes,1,Experimental,"Jiang,_S.S.,_Li,_H.,_Wu,_K.M.,_2023._Predation_and_Control_Effect_of_<i>Eupeodes_corollae</i>_Fabricius_(Diptera:_Syrphidae)_on_Leguminous_Plant_Aphids._Agronomy-Basel_13."
Maret_2024,Aculops_lycopersici,Pronematus_ubiquitus,order,order,Arachnida,Trombidiformes,Eriophyidae,Aculops,Arachnida,Trombidiformes,Tydeidae,Pronematus,1,Observation,"Maret,_D.,_Wäckers,_F.,_Pijnakker,_J.,_Norgrove,_L.,_Sutter,_L.,_2024._The_predatory_mite_curbs_damage_under_greenhouse_conditions._Pest_Management_Science_80,_1904-1911."
Martin_2019,Cydia_pomonella,Phalangium,order,order,Insecta,Lepidoptera,Tortricidae,Cydia,Arachnida,Opiliones,Phalangiidae,Phalangium,1,Experimental,"Martin-Chave,_A.,_Béral,_C.,_Capowiez,_Y.,_2019._Agroforestry_has_an_impact_on_nocturnal_predation_by_ground_beetles_and_Opiliones_in_a_temperate_organic_alley_cropping_system._Biological_Control_129,_128-135."
Martin_2019,Cydia_pomonella,Calathus_fuscipes,order,genus,Insecta,Lepidoptera,Tortricidae,Cydia,Insecta,Coleoptera,Carabidae,Calathus,1,Experimental,"Martin-Chave,_A.,_Béral,_C.,_Capowiez,_Y.,_2019._Agroforestry_has_an_impact_on_nocturnal_predation_by_ground_beetles_and_Opiliones_in_a_temperate_organic_alley_cropping_system._Biological_Control_129,_128-135."
Martin_2019,Cydia_pomonella,Harpalus_rufipes,order,genus,Insecta,Lepidoptera,Tortricidae,Cydia,Insecta,Coleoptera,Carabidae,Harpalus,1,Experimental,"Martin-Chave,_A.,_Béral,_C.,_Capowiez,_Y.,_2019._Agroforestry_has_an_impact_on_nocturnal_predation_by_ground_beetles_and_Opiliones_in_a_temperate_organic_alley_cropping_system._Biological_Control_129,_128-135."
Martin_2019,Cydia_pomonella,Pterostichus_madidus,order,genus,Insecta,Lepidoptera,Tortricidae,Cydia,Insecta,Coleoptera,Carabidae,Pterostichus,1,Experimental,"Martin-Chave,_A.,_Béral,_C.,_Capowiez,_Y.,_2019._Agroforestry_has_an_impact_on_nocturnal_predation_by_ground_beetles_and_Opiliones_in_a_temperate_organic_alley_cropping_system._Biological_Control_129,_128-135."
Martin_2019,Cydia_pomonella,Formicidae,order,family,Insecta,Lepidoptera,Tortricidae,Cydia,Insecta,Hymenoptera,Formicidae,NA,1,Experimental,"Martin-Chave,_A.,_Béral,_C.,_Capowiez,_Y.,_2019._Agroforestry_has_an_impact_on_nocturnal_predation_by_ground_beetles_and_Opiliones_in_a_temperate_organic_alley_cropping_system._Biological_Control_129,_128-135."
McKemey_2001,Deroceras_reticulatum,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"McKemey,_A.R.,_Symondson,_W.O.C.,_Glen,_D.M.,_Brain,_P.,_2001._Effects_of_slug_size_on_predation_by_Pterostichus_melanarius_(Coleoptera_:_Carabidae)._Biocontrol_Science_and_Technology_11,_81-91."
